繁体,简体,拼音,词例,定义,又作
赋,賦,fu˥˩,赋予，天赋
傅,傅,fu˥˩,师傅
副,副,fu˥˩,副词，副作用，副总统
妇,婦,fu˥˩,妇女，夫妇
咐,咐,fu˥˩,吩咐
父,父,fu˥˩,父母，伯父
复,複,fu˥˩,复杂，复数，复制，重复,重叠，繁杂
附,附,fu˥˩,附近，附加，依附
阜,阜,fu˥˩,物阜民丰,土山；盛，丰富，多
服,服,fu˥˩,一服汤药,（量词）用于中药服用剂量
鲋,鮒,fu˥˩,鲋鱼，涸辙之鲋,古代指鲫鱼
驸,駙,fu˥˩,驸马,备用的马，驾副车的马
缚,縛,fu˥˩/fu˧˥,缚住，束缚,捆，绑
服,服,fu˧˥,服务，衣服
福,福,fu˧˥,福气，幸福
扶,扶,fu˧˥,扶手，搀扶
符,符,fu˧˥,符号，字符
幅,幅,fu˧˥,幅度，篇幅
拂,拂,fu˧˥
浮,浮,fu˧˥,浮动，漂浮
辐,輻,fu˧˥,辐射
俘,俘,fu˧˥,俘虏，被俘
蝠,蝠,fu˧˥,蝙蝠
匐,匐,fu˧˥,匍匐
芙,芙,fu˧˥,芙蓉
伏,伏,fu˧˥,伏法，埋伏
袱,袱,fu˧˥,包袱
孚,孚,fu˧˥,深孚众望,信用
氟,氟,fu˧˥,"",化学元素9
茯,茯,fu˧˥,茯苓
弗,弗,fu˧˥
佛,彿,fu˧˥,仿佛
莩,莩,fu˧˥,葭莩,芦苇秆子里面的薄膜
宓,宓,fu˧˥,"",（姓）
涪,涪,fu˧˥,涪江，涪陵,（水名）
蜉,蜉,fu˧˥,蜉蝣,一种生活在水中的昆虫
苻,苻,fu˧˥
辅,輔,fu˨˩˦,辅导，辅助
府,府,fu˨˩˦,府上，政府，官府
甫,甫,fu˨˩˦
腐,腐,fu˨˩˦,腐败，豆腐
斧,斧,fu˨˩˦,斧头，班门弄斧
脯,脯,fu˨˩˦,果脯，杏脯，桃脯，肉脯,果干，肉干
腑,腑,fu˨˩˦,腑脏，肺腑
俯,俯,fu˨˩˦,俯瞰，俯冲，俯卧撑
釜,釜,fu˨˩˦,釜底抽薪
拊,拊,fu˨˩˦,拊掌，搏拊,拍
抚,撫,fu˨˩˦,抚养，爱抚
芳,芳,fɑŋ˥˥,芳香，芬芳
坊,坊,fɑŋ˥˥,坊间，街坊
方,方,fɑŋ˥˥,方法，平方
邡,邡,fɑŋ˥˥,什邡,（地名）
放,放,fɑŋ˥˩,放手，开放
房,房,fɑŋ˧˥,房子，卧房
防,防,fɑŋ˧˥,防止，预防
肪,肪,fɑŋ˧˥,脂肪
妨,妨,fɑŋ˧˥,妨碍，不妨
访,訪,fɑŋ˨˩˦,访问，拜访
仿,仿,fɑŋ˨˩˦,仿效，模仿,"",倣
仿,彷,fɑŋ˨˩˦,仿佛,好像，似乎
纺,紡,fɑŋ˨˩˦,纺织
舫,舫,fɑŋ˨˩˦,画舫，石舫,船
佛,佛,fɔ˧˥,佛教，活佛
分,分,fən˥˥,分开，分别，分数，分裂，分明，分离，分出，分散，分隔，分辨，分割，分成，分手，分担，分支，分局，分会，分校，分贝，分配，分钟，分队，分头，区分，满分，划分，零分，分工作，分公司，一百分，百分之一，分清是非，分一杯羹，不分青红皁白,把整体变成几个局部的个体；辨别，区别，离别；（量词）长度、时间、成绩、钱等的单位
氛,氛,fən˥˥,氛围，气氛
吩,吩,fən˥˥,吩咐
纷,紛,fən˥˥,纷乱，纷纭，纠纷，缤纷
芬,芬,fən˥˥,芬芳
酚,酚,fən˥˥,酚醛塑料,一种有机化合物
棻,棻,fən˥˥
奋,奮,fən˥˩,奋斗，兴奋
分,分,fən˥˩,分量，部分，成分，身分，过分，本分，名分，缘分，情分，糖分，养分,整体中的局部,份
愤,憤,fən˥˩,愤怒，义愤
粪,糞,fən˥˩
份,份,fən˥˩,股份，省份，县份，年份，月份，一份报纸，一份工作，一份礼物，一份薪水,整体中的一个单位；（量词）用于报刊、文件、定量事物等
忿,忿,fən˥˩,忿忿不平，不忿
焚,焚,fən˧˥,焚烧，自焚
汾,汾,fən˧˥,汾河,（水名）
坟,墳,fən˧˥/fən˥˩,坟墓，坟场
粉,粉,fən˨˩˦,粉末，米粉
风,風,fɤŋ˥˥,风俗，凉风
烽,烽,fɤŋ˥˥,烽火，烽火台
丰,豐,fɤŋ˥˥,丰富，丰盛
疯,瘋,fɤŋ˥˥,疯狂，发疯
封,封,fɤŋ˥˥,封闭，信封
丰,丰,fɤŋ˥˥,丰姿，丰采
枫,楓,fɤŋ˥˥,枫树，枫叶
锋,鋒,fɤŋ˥˥,锋锐，先锋
峰,峰,fɤŋ˥˥,山峰，巅峰，高峰,"",峯
蜂,蜂,fɤŋ˥˥,蜂蜜，黄蜂
酆,酆,fɤŋ˥˥,"",（地名）
犎,犎,fɤŋ˥˥,犎牛,一种背部隆起如骆驼的野牛
凤,鳳,fɤŋ˥˩,凤凰，龙凤
奉,奉,fɤŋ˥˩,奉献，信奉
缝,縫,fɤŋ˥˩,缝子，缝隙，裂缝，门缝,（名词）空隙，细长的口子；接合的地方
俸,俸,fɤŋ˥˩,俸禄，年俸，薪俸,官吏的薪金
逢,逢,fɤŋ˧˥,逢迎，相逢
缝,縫,fɤŋ˧˥,缝纫，缝补，缝上，裁缝,（动词）用针线连结
冯,馮,fɤŋ˧˥,"",（姓）
讽,諷,fɤŋ˨˩˦/fɤŋ˥˩/fɤŋ˥˥,讽刺，嘲讽
依,依,i˥˥,依赖，依靠
伊,伊,i˥˥,伊人，木乃伊
漪,漪,i˥˥,涟漪
揖,揖,i˥˥,作揖，开门揖盗
铱,銥,i˥˥,"",化学元素77
衣,衣,i˥˥,衣服，大衣
一,一,i˥˥,"",（数字）
医,醫,i˥˥,医院，中医
壹,壹,i˥˥,"",数字“一”的大写
猗,猗,i˥˥,"",（叹词，助词）
黟,黟,i˥˥,黟县,（地名）黑色的样子
祎,禕,i˥˥,"",（人名）美好
易,易,i˥˩,易懂，易燃，贸易，交易
镱,鐿,i˥˩,"",化学元素70
肄,肄,i˥˩,肄业,求学、修业
抑,抑,i˥˩,抑或，压抑
绎,繹,i˥˩,演绎，络绎不绝
忆,憶,i˥˩,回忆，记忆，追忆
诣,詣,i˥˩,造诣
议,議,i˥˩,议题，会议
裔,裔,i˥˩,后裔，华裔
缢,縊,i˥˩,自缢,用绳子勒死
奕,奕,i˥˩,神采奕奕，精神奕奕,盛大，美，光明
意,意,i˥˩,意见，如意
义,義,i˥˩,义气，正义
熠,熠,i˥˩,熠熠闪烁,光耀，鲜明
劓,劓,i˥˩,劓殄,割掉鼻子的酷刑
毅,毅,i˥˩,毅然，毅力，刚毅
役,役,i˥˩,服役，退役，战役
艺,藝,i˥˩,艺术，文艺
悒,悒,i˥˩,悒郁
疫,疫,i˥˩,疫苗，鼠疫
刈,刈,i˥˩,刈草,割，尤指割草、谷类等
懿,懿,i˥˩,懿德，懿行,美好
薏,薏,i˥˩,薏米
异,異,i˥˩
蜴,蜴,i˥˩,蜥蜴
弋,弋,i˥˩,游弋，巡弋
译,譯,i˥˩,译名，翻译
屹,屹,i˥˩,屹立
逸,逸,i˥˩,安逸，逃逸
翊,翊,i˥˩
弈,弈,i˥˩,博弈，对弈
翌,翌,i˥˩,翌日，翌年
邑,邑,i˥˩
羿,羿,i˥˩,后羿
益,益,i˥˩,益处，利益
驿,驛,i˥˩,驿站
亦,亦,i˥˩,人云亦云，反之亦然
呓,囈,i˥˩,呓语，梦呓
癔,癔,i˥˩,癔病,神经官能症，又叫歇斯底里
溢,溢,i˥˩,溢出，洋溢
亿,億,i˥˩,亿万，十亿
轶,軼,i˥˩,轶事
翼,翼,i˥˩,机翼，右翼，左翼，小心翼翼
臆,臆,i˥˩
挹,挹,i˥˩,挹取，挹注,舀
燚,燚,i˥˩,"",（人名）
勚,勩,i˥˩,勚劳，勚勤,劳苦
佾,佾,i˥˩,佾舞，佾生,古代乐舞的行列
杙,杙,i˥˩,桷杙，杙屋,小木桩
佚,佚,i˥˩,佚文，亡佚,散失
镒,鎰,i˥˩
怿,懌,i˥˩
谊,誼,i˥˩/i˧˥,友谊，情谊，联谊
疑,疑,i˧˥,疑惑，怀疑
胰,胰,i˧˥,胰脏，胰岛素
咦,咦,i˧˥
仪,儀,i˧˥,仪式，礼仪
遗,遺,i˧˥,遗憾，无遗
姨,姨,i˧˥,姨妈，阿姨
宜,宜,i˧˥,宜人，便宜
颐,頤,i˧˥,颐和园，颐指气使
彝,彞,i˧˥,彝族
夷,夷,i˧˥,夷为平地，匪夷所思
怡,怡,i˧˥,怡悦，怡然，怡人
饴,飴,i˧˥,含饴弄孙，甘之如饴,麦芽糖浆
移,移,i˧˥,移动，转移
痍,痍,i˧˥,满目疮痍
诒,詒,i˧˥
贻,貽,i˧˥,贻笑大方，纵敌贻患,留下，遗留，赠送
沂,沂,i˧˥,沂河,（水名）
眙,眙,i˧˥,盱眙,（地名）
迤,迤,i˧˥,逶迤
蛇,蛇,i˧˥,委蛇，虚与委蛇
匜,匜,i˧˥
旖,旖,i˨˩˦,旖旎，旖旎风情,柔和美丽
钇,釔,i˨˩˦,"",化学元素39
已,已,i˨˩˦,已经，早已
迤,迤,i˨˩˦,迤逦
乙,乙,i˨˩˦
椅,椅,i˨˩˦,椅子，轮椅
以,以,i˨˩˦,以为，所以
倚,倚,i˨˩˦,不偏不倚
矣,矣,i˨˩˦
蚁,蟻,i˨˩˦,蚂蚁
齮,齮,i˨˩˦,"",咬，啃
苡,苡,i˨˩˦,薏苡,薏苡，一种果仁可食的多年生草本
丫,丫,ja˥˥,丫头，脚丫
押,押,ja˥˥,押金，扣押
压,壓,ja˥˥,压力，高压
鸦,鴉,ja˥˥,鸦雀无声，乌鸦
鸭,鴨,ja˥˥,鸭子，烤鸭
哑,啞,ja˥˥,咿哑，哑哑学语,（语气助词）呀；（象声词）形容乌鸦叫声、小儿学说话等声音
猰,猰,ja˥˩,猰貐,古代传说中一种吃人的猛兽
娅,婭,ja˥˩,姻娅,连襟，姐妹丈夫的互称
轧,軋,ja˥˩,轧平，倾轧，轧花机，轧棉花,碾压，滚压
氩,氬,ja˥˩,"",化学元素18
讶,訝,ja˥˩,惊讶
揠,揠,ja˥˩,揠苗助长
亚,亞,ja˥˩/ja˨˩˦,亚军，东亚
呀,呀,ja˧
衙,衙,ja˧˥,衙门，县衙
涯,涯,ja˧˥,生涯，天涯，无涯
牙,牙,ja˧˥,牙齿，象牙
睚,睚,ja˧˥,睚眦,眼眶
芽,芽,ja˧˥,萌芽，苗芽，豆芽，发芽
蚜,蚜,ja˧˥,蚜虫，棉蚜,一种害虫
崖,崖,ja˧˥/jaɪ˧˥,崖壁，悬崖
哑,啞,ja˨˩˦,哑巴，哑铃，哑子，哑剧，哑谜，聋哑，沙哑，嘶哑，哑巴亏，哑口无言，哑然无声，装聋作哑,不能说话，说不出话来
雅,雅,ja˨˩˦,雅称，优雅
哑,啞,ja˨˩˦/ɤ˥˩,哑哑，哑然失笑，笑之哑哑,（象声词）形容笑声
悠,悠,joʊ˥˥,悠久
忧,憂,joʊ˥˥,忧郁，忧虑，担忧
幽,幽,joʊ˥˥,幽灵，幽默
攸,攸,joʊ˥˥,攸关
优,優,joʊ˥˥,优先，优惠，优越
诱,誘,joʊ˥˩,诱饵，诱惑，引诱
侑,侑,joʊ˥˩
幼,幼,joʊ˥˩,幼小，幼稚
囿,囿,joʊ˥˩
又,又,joʊ˥˩,欲言又止，想了又想
柚,柚,joʊ˥˩,柚子，葡萄柚,一种常绿乔木
鼬,鼬,joʊ˥˩,"",黄鼠狼
右,右,joʊ˥˩,右边，左右
佑,佑,joʊ˥˩,佑助，保佑,"",祐
釉,釉,joʊ˥˩,釉陶，釉子
宥,宥,joʊ˥˩,赦宥
游,游,joʊ˧˥,游泳，下游
铀,鈾,joʊ˧˥,"",化学元素92
尤,尤,joʊ˧˥,尤其，尤物，怨天尤人
油,油,joʊ˧˥,油田，加油
疣,疣,joʊ˧˥,疣猪，赘疣,皮肤上不痛不痒的疙瘩
邮,郵,joʊ˧˥,邮局，集邮
犹,猶,joʊ˧˥,犹如，犹豫，犹太
由,由,joʊ˧˥,由于，理由
游,遊,joʊ˧˥,游戏，旅游
鱿,魷,joʊ˧˥,鱿鱼
蚰,蚰,joʊ˧˥,蚰蜒
楢,楢,joʊ˧˥,"",古指一种质地柔软的树木
蝣,蝣,joʊ˧˥,蜉蝣,一种生活在水中的昆虫
猷,猷,joʊ˧˥
柚,柚,joʊ˧˥/joʊ˥˩,柚木,一种落叶乔木
友,友,joʊ˨˩˦,友谊，友善，朋友，好友
有,有,joʊ˨˩˦
酉,酉,joʊ˨˩˦
黝,黝,joʊ˨˩˦,黝黑
莠,莠,joʊ˨˩˦,莠言，良莠,比喻坏人，恶人，品质坏的人
鞅,鞅,jɑŋ˥˥
殃,殃,jɑŋ˥˥,遭殃
秧,秧,jɑŋ˥˥,秧苗，秧歌，插秧
鸯,鴦,jɑŋ˥˥,鸳鸯
央,央,jɑŋ˥˥,央行，中央
漾,漾,jɑŋ˥˩,荡漾
样,樣,jɑŋ˥˩,样品，模样
恙,恙,jɑŋ˥˩,恙虫，无恙,疾病
烊,烊,jɑŋ˥˩/jɑŋ˧˥,打烊
阳,陽,jɑŋ˧˥,阳光，太阳
羊,羊,jɑŋ˧˥,羊毛，牧羊
杨,楊,jɑŋ˧˥,杨桃，杨柳
扬,揚,jɑŋ˧˥
旸,暘,jɑŋ˧˥
疡,瘍,jɑŋ˧˥,溃疡
飏,颺,jɑŋ˧˥
洋,洋,jɑŋ˧˥,洋人，海洋
佯,佯,jɑŋ˧˥,佯装
徉,徉,jɑŋ˧˥,徜徉
炀,煬,jɑŋ˧˥,"",熔化金属
仰,仰,jɑŋ˨˩˦,仰卧，信仰
氧,氧,jɑŋ˨˩˦,氧气，臭氧
痒,癢,jɑŋ˨˩˦,怕痒，搔痒
养,養,jɑŋ˨˩˦,养大，培养，营养
妖,妖,jɑʊ˥˥,妖魔鬼怪
夭,夭,jɑʊ˥˥,夭夭，逃之夭夭,茂盛的样子
邀,邀,jɑʊ˥˥,邀请，应邀
幺,么,jɑʊ˥˥,老幺
腰,腰,jɑʊ˥˥
要,要,jɑʊ˥˥,要求，要挟,求取，胁迫，强迫
吆,吆,jɑʊ˥˥,吆喝
夭,夭,jɑʊ˥˥/jɑʊ˨˩˦,夭亡，夭折，夭殇，寿夭,短命，未成年而早死
药,藥,jɑʊ˥˩,药物，服药
耀,耀,jɑʊ˥˩,耀眼，荣耀
鹞,鷂,jɑʊ˥˩,鹞鹰
要,要,jɑʊ˥˩,要紧，要点，要旨，要是，要素，要命，要塞，要好，要害，重要，主要，提要，摘要,严重，关键，紧要，需要
钥,鑰,jɑʊ˥˩,钥匙
曜,曜,jɑʊ˥˩
乐,樂,jɑʊ˥˩,乐山乐水，乐道安贫，知者乐水，仁者乐山,爱好，喜好，欣赏
尧,堯,jɑʊ˧˥,尧舜
肴,餚,jɑʊ˧˥,菜肴，佳肴
谣,謠,jɑʊ˧˥,谣言，造谣
爻,爻,jɑʊ˧˥
摇,搖,jɑʊ˧˥,摇摆
飖,颻,jɑʊ˧˥
瑶,瑤,jɑʊ˧˥,瑶族，琼瑶,美玉
鳐,鰩,jɑʊ˧˥,鳐鱼,一种海鱼
遥,遙,jɑʊ˧˥,遥远，遥控
窑,窯,jɑʊ˧˥
姚,姚,jɑʊ˧˥
洮,洮,jɑʊ˧˥,洮湖,（湖名）
垚,垚,jɑʊ˧˥,"",（人名）山高
傜,傜,jɑʊ˧˥,傜族，傜语,中国少数民族之一
徭,徭,jɑʊ˧˥,徭役,劳役，力役
杳,杳,jɑʊ˨˩˦,杳无音讯
舀,舀,jɑʊ˨˩˦
咬,咬,jɑʊ˨˩˦
窈,窈,jɑʊ˨˩˦,窈窕
哟,喲,jɔ˧,哎哟
唷,唷,jɔ˧
烟,煙,jɛn˥˥,烟火，冒煙
湮,湮,jɛn˥˥,湮没，湮灭,埋没
胭,胭,jɛn˥˥,胭脂
阉,閹,jɛn˥˥,阉割，阉鸡
淹,淹,jɛn˥˥,淹没，水淹
焉,焉,jɛn˥˥,焉能如此，心不在焉,此，乃，才；（疑问词）岂，怎么，如何
燕,燕,jɛn˥˥,燕京,（姓、地名）
烟,煙,jɛn˥˥,烟草，抽烟,"",菸
嫣,嫣,jɛn˥˥,嫣然一笑
恹,懨,jɛn˥˥,病恹恹,疲弱无力
咽,咽,jɛn˥˥,咽喉，咽头,食道的上端部分
腌,醃,jɛn˥˥,腌菜，腌肉
鄢,鄢,jɛn˥˥,鄢陵,（地名）
阏,閼,jɛn˥˥,阏氏,古代匈奴人妻或妾的称号
雁,雁,jɛn˥˩,大雁，鸿雁，飞雁
晏,晏,jɛn˥˩
砚,硯,jɛn˥˩,砚台,研磨用具
餍,饜,jɛn˥˩,餍足,满足
谚,諺,jɛn˥˩,谚语，古谚
赝,贗,jɛn˥˩,赝品,假的，伪造的,贋
唁,唁,jɛn˥˩,悼唁，吊唁
彦,彥,jɛn˥˩
宴,宴,jɛn˥˩,宴会，喜宴
验,驗,jɛn˥˩,验血，经验
厌,厭,jɛn˥˩,厌倦，讨厌
咽,嚥,jɛn˥˩,咽气，吞咽，咽口水，狼吞虎咽，细嚼慢咽,吞
燕,燕,jɛn˥˩,燕子，家燕
艳,艷,jɛn˥˩,艳丽，鲜艳,"",豔
堰,堰,jɛn˥˩,堰塞湖，都江堰,挡水的低坝
谳,讞,jɛn˥˩,定谳,司法程序的专门用语，意谓法定的诉讼程序结束，判决已经确定
嬿,嬿,jɛn˥˩
焰,焰,jɛn˥˩/jɛn˧˥,火焰，烈焰，气焰,"",燄
檐,簷,jɛn˧˥,檐下，屋檐
筵,筵,jɛn˧˥,筵席
言,言,jɛn˧˥,言论，语言
延,延,jɛn˧˥,延续，拖延
沿,沿,jɛn˧˥,沿海，沿街
炎,炎,jɛn˧˥,炎热，发炎
颜,顏,jɛn˧˥,颜色，容颜
岩,岩,jɛn˧˥,岩石，岩浆,"",巖
严,嚴,jɛn˧˥,严重，尊严
芫,芫,jɛn˧˥,芫荽，香菜
妍,妍,jɛn˧˥,"",美丽
盐,鹽,jɛn˧˥,盐巴，食盐
阎,閻,jɛn˧˥,阎罗，阎王爷,管地狱的神
闫,閆,jɛn˧˥,"",（姓）
研,研,jɛn˧˥,研究，科研
蜒,蜒,jɛn˧˥,蜿蜒
𫄧,綖,jɛn˧˥,𫄧板，纮𫄧,（古）垂在帽子前后的饰物
鼹,鼴,jɛn˨˩˦,鼹鼠
掩,掩,jɛn˨˩˦,掩饰，遮掩
俨,儼,jɛn˨˩˦,俨然，俨若,像真的一样
衍,衍,jɛn˨˩˦,衍生，敷衍
奄,奄,jɛn˨˩˦,奄奄一息
眼,眼,jɛn˨˩˦,眼睛，龙眼
魇,魘,jɛn˨˩˦,梦魇
偃,偃,jɛn˨˩˦,偃卧，偃旗息鼓,向后倒下
演,演,jɛn˨˩˦,演员，扮演
兖,兗,jɛn˨˩˦,兖州,（地名）
琰,琰,jɛn˨˩˦,琰圭，琰琰,一种玉
耶,耶,jɛ˥˥
噎,噎,jɛ˥˥,噎到，抽噎
掖,掖,jɛ˥˥,掖满，掖给，藏掖,塞，塞进；藏
椰,椰,jɛ˥˥/jɛ˧˥,椰子，椰树
业,業,jɛ˥˩,业余，工业
谒,謁,jɛ˥˩,谒见，进谒,拜见，进见
咽,咽,jɛ˥˩,哽咽，呜咽,阻塞；声音低沉、悲凄、滞涩
烨,燁,jɛ˥˩,"",火光很盛的样子，明亮
靥,靨,jɛ˥˩,笑靥,酒窝
页,頁,jɛ˥˩,页数，页面，网页
腋,腋,jɛ˥˩,腋窝，腋下，腋臭
叶,葉,jɛ˥˩,树叶
夜,夜,jɛ˥˩,夜晚，深夜
邺,鄴,jɛ˥˩,"",（地名、姓）
晔,曄,jɛ˥˩,"",光，光明，繁盛
液,液,jɛ˥˩/i˥˩,液体，汁液
曳,曳,jɛ˥˩/i˥˩,拖曳，摇曳
掖,掖,jɛ˥˩/i˥˩,扶掖，奖掖，掖县,扶持，搀扶，提拔
邪,邪,jɛ˧˥,是邪，非邪，莫邪,（文言）表示疑问、感叹等语气,耶
揶,揶,jɛ˧˥,揶揄
爷,爺,jɛ˧˥,爷爷，少爷
琊,琊,jɛ˧˥,琅琊,（地名）
铘,鋣,jɛ˧˥,镆铘,古代宝剑名
也,也,jɛ˨˩˦
野,野,jɛ˨˩˦,野蛮，田野
冶,冶,jɛ˨˩˦,冶铁，陶冶
庸,庸,jʊŋ˥˥,庸俗，中庸
佣,傭,jʊŋ˥˥,佣人，雇佣，女佣，佣工,被雇做工的人；雇人作工
镛,鏞,jʊŋ˥˥,"",大钟，古代乐器
