繁體,簡體,拼音,詞例,定義,又作
肥,肥,feɪ˧˥,肥胖，施肥
腓,腓,feɪ˧˥,腓骨,腿肚子，脛骨後的肉
誹,诽,feɪ˨˩˦,誹謗
斐,斐,feɪ˨˩˦,斐濟
菲,菲,feɪ˨˩˦,妄自菲薄,微薄
匪,匪,feɪ˨˩˦,匪徒，土匪
翡,翡,feɪ˨˩˦,翡翠
榧,榧,feɪ˨˩˦,榧子，打榧子,榧子樹，一種常綠喬木
悱,悱,feɪ˨˩˦,悱惻，纏綿悱惻,想說而說不出的樣子
否,否,foʊ˧˥,否認，否定，否決，否則，是否，可否，與否,不然，反對，不同意
膚,肤,fu˥˥,膚淺，皮膚
夫,夫,fu˥˥,夫人，丈夫
敷,敷,fu˥˥
孵,孵,fu˥˥,孵卵，孵蛋，孵小雞
麩,麸,fu˥˥,麩子，麩皮
趺,趺,fu˥˥,趺坐，跏趺,腳背
伕,伕,fu˥˥,車伕，力伕,做粗重工作的人
跗,跗,fu˥˥,跗骨，跗面,腳背
腹,腹,fu˥˩,腹部，剖腹
負,负,fu˥˩,負面，欺負
蝮,蝮,fu˥˩,蝮蛇
覆,覆,fu˥˩,覆舟，覆滅，顛覆，傾覆,傾跌，翻倒；回答；罩住，蓋住；失敗，毀滅；再次，再來
訃,讣,fu˥˩,訃聞，訃告
馥,馥,fu˥˩,馥郁
付,付,fu˥˩,付帳，應付
富,富,fu˥˩,富有，財富
赴,赴,fu˥˩,赴約，赴會，赴考
復,复,fu˥˩,復習，復仇，康復，報復,去而又來，失而又得；回答；報
賦,赋,fu˥˩,賦予，天賦
傅,傅,fu˥˩,師傅
副,副,fu˥˩,副詞，副作用，副總統
婦,妇,fu˥˩,婦女，夫婦
咐,咐,fu˥˩,吩咐
父,父,fu˥˩,父母，伯父
複,复,fu˥˩,複雜，複數，複製，重複,重疊，繁雜
附,附,fu˥˩,附近，附加，依附
阜,阜,fu˥˩,物阜民豐,土山；盛，豐富，多
服,服,fu˥˩,一服湯藥,（量詞）用於中藥服用劑量
鮒,鲋,fu˥˩,鮒魚，涸轍之鮒,古代指鯽魚
駙,驸,fu˥˩,駙馬,備用的馬，駕副車的馬
縛,缚,fu˥˩/fu˧˥,縛住，束縛,捆，綁
服,服,fu˧˥,服務，衣服
福,福,fu˧˥,福氣，幸福
扶,扶,fu˧˥,扶手，攙扶
符,符,fu˧˥,符號，字符
幅,幅,fu˧˥,幅度，篇幅
拂,拂,fu˧˥
浮,浮,fu˧˥,浮動，漂浮
輻,辐,fu˧˥,輻射
俘,俘,fu˧˥,俘虜，被俘
蝠,蝠,fu˧˥,蝙蝠
匐,匐,fu˧˥,匍匐
芙,芙,fu˧˥,芙蓉
伏,伏,fu˧˥,伏法，埋伏
袱,袱,fu˧˥,包袱
孚,孚,fu˧˥,深孚眾望,信用
氟,氟,fu˧˥,"",化學元素9
茯,茯,fu˧˥,茯苓
弗,弗,fu˧˥
彿,佛,fu˧˥,彷彿
莩,莩,fu˧˥,葭莩,蘆葦稈子裡面的薄膜
宓,宓,fu˧˥,"",（姓）
涪,涪,fu˧˥,涪江，涪陵,（水名）
蜉,蜉,fu˧˥,蜉蝣,一種生活在水中的昆蟲
苻,苻,fu˧˥
輔,辅,fu˨˩˦,輔導，輔助
府,府,fu˨˩˦,府上，政府，官府
甫,甫,fu˨˩˦
腐,腐,fu˨˩˦,腐敗，豆腐
斧,斧,fu˨˩˦,斧頭，班門弄斧
脯,脯,fu˨˩˦,果脯，杏脯，桃脯，肉脯,果乾，肉乾
腑,腑,fu˨˩˦,腑臟，肺腑
俯,俯,fu˨˩˦,俯瞰，俯衝，俯臥撐
釜,釜,fu˨˩˦,釜底抽薪
拊,拊,fu˨˩˦,拊掌，搏拊,拍
撫,抚,fu˨˩˦,撫養，愛撫
芳,芳,fɑŋ˥˥,芳香，芬芳
坊,坊,fɑŋ˥˥,坊間，街坊
方,方,fɑŋ˥˥,方法，平方
邡,邡,fɑŋ˥˥,什邡,（地名）
放,放,fɑŋ˥˩,放手，開放
房,房,fɑŋ˧˥,房子，臥房
防,防,fɑŋ˧˥,防止，預防
肪,肪,fɑŋ˧˥,脂肪
妨,妨,fɑŋ˧˥,妨礙，不妨
訪,访,fɑŋ˨˩˦,訪問，拜訪
仿,仿,fɑŋ˨˩˦,仿效，模仿,"",倣
彷,仿,fɑŋ˨˩˦,彷彿,好像，似乎
紡,纺,fɑŋ˨˩˦,紡織
舫,舫,fɑŋ˨˩˦,畫舫，石舫,船
佛,佛,fɔ˧˥,佛教，活佛
分,分,fən˥˥,分開，分別，分數，分裂，分明，分離，分出，分散，分隔，分辨，分割，分成，分手，分擔，分支，分局，分會，分校，分貝，分配，分鐘，分隊，分頭，區分，滿分，劃分，零分，分工作，分公司，一百分，百分之一，分清是非，分一杯羹，不分青紅皁白,把整體變成幾個局部的個體；辨別，區別，離別；（量詞）長度、時間、成績、錢等的單位
氛,氛,fən˥˥,氛圍，氣氛
吩,吩,fən˥˥,吩咐
紛,纷,fən˥˥,紛亂，紛紜，糾紛，繽紛
芬,芬,fən˥˥,芬芳
酚,酚,fən˥˥,酚醛塑料,一種有機化合物
棻,棻,fən˥˥
奮,奋,fən˥˩,奮鬥，興奮
分,分,fən˥˩,分量，部分，成分，身分，過分，本分，名分，緣分，情分，糖分，養分,整體中的局部,份
憤,愤,fən˥˩,憤怒，義憤
糞,粪,fən˥˩
份,份,fən˥˩,股份，省份，縣份，年份，月份，一份報紙，一份工作，一份禮物，一份薪水,整體中的一個單位；（量詞）用於報刊、文件、定量事物等
忿,忿,fən˥˩,忿忿不平，不忿
焚,焚,fən˧˥,焚燒，自焚
汾,汾,fən˧˥,汾河,（水名）
墳,坟,fən˧˥/fən˥˩,墳墓，墳場
粉,粉,fən˨˩˦,粉末，米粉
風,风,fɤŋ˥˥,風俗，涼風
烽,烽,fɤŋ˥˥,烽火，烽火台
豐,丰,fɤŋ˥˥,豐富，豐盛
瘋,疯,fɤŋ˥˥,瘋狂，發瘋
封,封,fɤŋ˥˥,封閉，信封
丰,丰,fɤŋ˥˥,丰姿，丰采
楓,枫,fɤŋ˥˥,楓樹，楓葉
鋒,锋,fɤŋ˥˥,鋒銳，先鋒
峰,峰,fɤŋ˥˥,山峰，巔峰，高峰,"",峯
蜂,蜂,fɤŋ˥˥,蜂蜜，黃蜂
酆,酆,fɤŋ˥˥,"",（地名）
犎,犎,fɤŋ˥˥,犎牛,一種背部隆起如駱駝的野牛
鳳,凤,fɤŋ˥˩,鳳凰，龍鳳
奉,奉,fɤŋ˥˩,奉獻，信奉
縫,缝,fɤŋ˥˩,縫子，縫隙，裂縫，門縫,（名詞）空隙，細長的口子；接合的地方
俸,俸,fɤŋ˥˩,俸祿，年俸，薪俸,官吏的薪金
逢,逢,fɤŋ˧˥,逢迎，相逢
縫,缝,fɤŋ˧˥,縫紉，縫補，縫上，裁縫,（動詞）用針線連結
馮,冯,fɤŋ˧˥,"",（姓）
諷,讽,fɤŋ˨˩˦/fɤŋ˥˩/fɤŋ˥˥,諷刺，嘲諷
依,依,i˥˥,依賴，依靠
伊,伊,i˥˥,伊人，木乃伊
漪,漪,i˥˥,漣漪
揖,揖,i˥˥,作揖，開門揖盜
銥,铱,i˥˥,"",化學元素77
衣,衣,i˥˥,衣服，大衣
一,一,i˥˥,"",（數字）
醫,医,i˥˥,醫院，中醫
壹,壹,i˥˥,"",數字“一”的大寫
猗,猗,i˥˥,"",（歎詞，助詞）
黟,黟,i˥˥,黟縣,（地名）黑色的樣子
禕,祎,i˥˥,"",（人名）美好
易,易,i˥˩,易懂，易燃，貿易，交易
鐿,镱,i˥˩,"",化學元素70
肄,肄,i˥˩,肄業,求學、修業
抑,抑,i˥˩,抑或，壓抑
繹,绎,i˥˩,演繹，絡繹不絕
憶,忆,i˥˩,回憶，記憶，追憶
詣,诣,i˥˩,造詣
議,议,i˥˩,議題，會議
裔,裔,i˥˩,後裔，華裔
縊,缢,i˥˩,自縊,用繩子勒死
奕,奕,i˥˩,神采奕奕，精神奕奕,盛大，美，光明
意,意,i˥˩,意見，如意
義,义,i˥˩,義氣，正義
熠,熠,i˥˩,熠熠閃爍,光耀，鮮明
劓,劓,i˥˩,劓殄,割掉鼻子的酷刑
毅,毅,i˥˩,毅然，毅力，剛毅
役,役,i˥˩,服役，退役，戰役
藝,艺,i˥˩,藝術，文藝
悒,悒,i˥˩,悒鬱
疫,疫,i˥˩,疫苗，鼠疫
刈,刈,i˥˩,刈草,割，尤指割草、穀類等
懿,懿,i˥˩,懿德，懿行,美好
薏,薏,i˥˩,薏米
異,异,i˥˩
蜴,蜴,i˥˩,蜥蜴
弋,弋,i˥˩,游弋，巡弋
譯,译,i˥˩,譯名，翻譯
屹,屹,i˥˩,屹立
逸,逸,i˥˩,安逸，逃逸
翊,翊,i˥˩
弈,弈,i˥˩,博弈，對弈
翌,翌,i˥˩,翌日，翌年
邑,邑,i˥˩
羿,羿,i˥˩,后羿
益,益,i˥˩,益處，利益
驛,驿,i˥˩,驛站
亦,亦,i˥˩,人云亦云，反之亦然
囈,呓,i˥˩,囈語，夢囈
癔,癔,i˥˩,癔病,神經官能症，又叫歇斯底里
溢,溢,i˥˩,溢出，洋溢
億,亿,i˥˩,億萬，十億
軼,轶,i˥˩,軼事
翼,翼,i˥˩,機翼，右翼，左翼，小心翼翼
臆,臆,i˥˩
挹,挹,i˥˩,挹取，挹注,舀
燚,燚,i˥˩,"",（人名）
勩,勚,i˥˩,勩勞，勩勤,勞苦
佾,佾,i˥˩,佾舞，佾生,古代樂舞的行列
杙,杙,i˥˩,桷杙，杙屋,小木樁
佚,佚,i˥˩,佚文，亡佚,散失
鎰,镒,i˥˩
懌,怿,i˥˩
誼,谊,i˥˩/i˧˥,友誼，情誼，聯誼
疑,疑,i˧˥,疑惑，懷疑
胰,胰,i˧˥,胰臟，胰島素
咦,咦,i˧˥
儀,仪,i˧˥,儀式，禮儀
遺,遗,i˧˥,遺憾，無遺
姨,姨,i˧˥,姨媽，阿姨
宜,宜,i˧˥,宜人，便宜
頤,颐,i˧˥,頤和園，頤指氣使
彞,彝,i˧˥,彞族
夷,夷,i˧˥,夷為平地，匪夷所思
怡,怡,i˧˥,怡悅，怡然，怡人
飴,饴,i˧˥,含飴弄孫，甘之如飴,麥芽糖漿
移,移,i˧˥,移動，轉移
痍,痍,i˧˥,滿目瘡痍
詒,诒,i˧˥
貽,贻,i˧˥,貽笑大方，縱敵貽患,留下，遺留，贈送
沂,沂,i˧˥,沂河,（水名）
眙,眙,i˧˥,盱眙,（地名）
迤,迤,i˧˥,逶迤
蛇,蛇,i˧˥,委蛇，虛與委蛇
匜,匜,i˧˥
旖,旖,i˨˩˦,旖旎，旖旎風情,柔和美麗
釔,钇,i˨˩˦,"",化學元素39
已,已,i˨˩˦,已經，早已
迤,迤,i˨˩˦,迤邐
乙,乙,i˨˩˦
椅,椅,i˨˩˦,椅子，輪椅
以,以,i˨˩˦,以為，所以
倚,倚,i˨˩˦,不偏不倚
矣,矣,i˨˩˦
蟻,蚁,i˨˩˦,螞蟻
齮,齮,i˨˩˦,"",咬，啃
苡,苡,i˨˩˦,薏苡,薏苡，一種果仁可食的多年生草本
丫,丫,ja˥˥,丫頭，腳丫
押,押,ja˥˥,押金，扣押
壓,压,ja˥˥,壓力，高壓
鴉,鸦,ja˥˥,鴉雀無聲，烏鴉
鴨,鸭,ja˥˥,鴨子，烤鴨
啞,哑,ja˥˥,咿啞，啞啞學語,（語氣助詞）呀；（象聲詞）形容烏鴉叫聲、小兒學說話等聲音
猰,猰,ja˥˩,猰貐,古代傳說中一種吃人的猛獸
婭,娅,ja˥˩,姻婭,連襟，姐妹丈夫的互稱
軋,轧,ja˥˩,軋平，傾軋，軋花機，軋棉花,碾壓，滾壓
氬,氩,ja˥˩,"",化學元素18
訝,讶,ja˥˩,驚訝
揠,揠,ja˥˩,揠苗助長
亞,亚,ja˥˩/ja˨˩˦,亞軍，東亞
呀,呀,ja˧
衙,衙,ja˧˥,衙門，縣衙
涯,涯,ja˧˥,生涯，天涯，無涯
牙,牙,ja˧˥,牙齒，象牙
睚,睚,ja˧˥,睚眥,眼眶
芽,芽,ja˧˥,萌芽，苗芽，豆芽，發芽
蚜,蚜,ja˧˥,蚜蟲，棉蚜,一種害蟲
崖,崖,ja˧˥/jaɪ˧˥,崖壁，懸崖
啞,哑,ja˨˩˦,啞巴，啞鈴，啞子，啞劇，啞謎，聾啞，沙啞，嘶啞，啞巴虧，啞口無言，啞然無聲，裝聾作啞,不能說話，說不出話來
雅,雅,ja˨˩˦,雅稱，優雅
啞,哑,ja˨˩˦/ɤ˥˩,啞啞，啞然失笑，笑之啞啞,（象聲詞）形容笑聲
悠,悠,joʊ˥˥,悠久
憂,忧,joʊ˥˥,憂鬱，憂慮，擔憂
幽,幽,joʊ˥˥,幽靈，幽默
攸,攸,joʊ˥˥,攸關
優,优,joʊ˥˥,優先，優惠，優越
誘,诱,joʊ˥˩,誘餌，誘惑，引誘
侑,侑,joʊ˥˩
幼,幼,joʊ˥˩,幼小，幼稚
囿,囿,joʊ˥˩
又,又,joʊ˥˩,欲言又止，想了又想
柚,柚,joʊ˥˩,柚子，葡萄柚,一種常綠喬木
鼬,鼬,joʊ˥˩,"",黃鼠狼
右,右,joʊ˥˩,右邊，左右
佑,佑,joʊ˥˩,佑助，保佑,"",祐
釉,釉,joʊ˥˩,釉陶，釉子
宥,宥,joʊ˥˩,赦宥
游,游,joʊ˧˥,游泳，下游
鈾,铀,joʊ˧˥,"",化學元素92
尤,尤,joʊ˧˥,尤其，尤物，怨天尤人
油,油,joʊ˧˥,油田，加油
疣,疣,joʊ˧˥,疣豬，贅疣,皮膚上不痛不癢的疙瘩
郵,邮,joʊ˧˥,郵局，集郵
猶,犹,joʊ˧˥,猶如，猶豫，猶太
由,由,joʊ˧˥,由於，理由
遊,游,joʊ˧˥,遊戲，旅遊
魷,鱿,joʊ˧˥,魷魚
蚰,蚰,joʊ˧˥,蚰蜒
楢,楢,joʊ˧˥,"",古指一種質地柔軟的樹木
蝣,蝣,joʊ˧˥,蜉蝣,一種生活在水中的昆蟲
猷,猷,joʊ˧˥
柚,柚,joʊ˧˥/joʊ˥˩,柚木,一種落葉喬木
友,友,joʊ˨˩˦,友誼，友善，朋友，好友
有,有,joʊ˨˩˦
酉,酉,joʊ˨˩˦
黝,黝,joʊ˨˩˦,黝黑
莠,莠,joʊ˨˩˦,莠言，良莠,比喻壞人，惡人，品質壞的人
鞅,鞅,jɑŋ˥˥
殃,殃,jɑŋ˥˥,遭殃
秧,秧,jɑŋ˥˥,秧苗，秧歌，插秧
鴦,鸯,jɑŋ˥˥,鴛鴦
央,央,jɑŋ˥˥,央行，中央
漾,漾,jɑŋ˥˩,蕩漾
樣,样,jɑŋ˥˩,樣品，模樣
恙,恙,jɑŋ˥˩,恙蟲，無恙,疾病
烊,烊,jɑŋ˥˩/jɑŋ˧˥,打烊
陽,阳,jɑŋ˧˥,陽光，太陽
羊,羊,jɑŋ˧˥,羊毛，牧羊
楊,杨,jɑŋ˧˥,楊桃，楊柳
揚,扬,jɑŋ˧˥
暘,旸,jɑŋ˧˥
瘍,疡,jɑŋ˧˥,潰瘍
颺,飏,jɑŋ˧˥
洋,洋,jɑŋ˧˥,洋人，海洋
佯,佯,jɑŋ˧˥,佯裝
徉,徉,jɑŋ˧˥,徜徉
煬,炀,jɑŋ˧˥,"",熔化金屬
仰,仰,jɑŋ˨˩˦,仰臥，信仰
氧,氧,jɑŋ˨˩˦,氧氣，臭氧
癢,痒,jɑŋ˨˩˦,怕癢，搔癢
養,养,jɑŋ˨˩˦,養大，培養，營養
妖,妖,jɑʊ˥˥,妖魔鬼怪
夭,夭,jɑʊ˥˥,夭夭，逃之夭夭,茂盛的樣子
邀,邀,jɑʊ˥˥,邀請，應邀
么,幺,jɑʊ˥˥,老么
腰,腰,jɑʊ˥˥
要,要,jɑʊ˥˥,要求，要挾,求取，脅迫，強迫
吆,吆,jɑʊ˥˥,吆喝
夭,夭,jɑʊ˥˥/jɑʊ˨˩˦,夭亡，夭折，夭殤，壽夭,短命，未成年而早死
藥,药,jɑʊ˥˩,藥物，服藥
耀,耀,jɑʊ˥˩,耀眼，榮耀
鷂,鹞,jɑʊ˥˩,鷂鷹
要,要,jɑʊ˥˩,要緊，要點，要旨，要是，要素，要命，要塞，要好，要害，重要，主要，提要，摘要,嚴重，關鍵，緊要，需要
鑰,钥,jɑʊ˥˩,鑰匙
曜,曜,jɑʊ˥˩
樂,乐,jɑʊ˥˩,樂山樂水，樂道安貧，知者樂水，仁者樂山,愛好，喜好，欣賞
堯,尧,jɑʊ˧˥,堯舜
餚,肴,jɑʊ˧˥,菜餚，佳餚
謠,谣,jɑʊ˧˥,謠言，造謠
爻,爻,jɑʊ˧˥
搖,摇,jɑʊ˧˥,搖擺
颻,飖,jɑʊ˧˥
瑤,瑶,jɑʊ˧˥,瑤族，瓊瑤,美玉
鰩,鳐,jɑʊ˧˥,鰩魚,一種海魚
遙,遥,jɑʊ˧˥,遙遠，遙控
窯,窑,jɑʊ˧˥
姚,姚,jɑʊ˧˥
洮,洮,jɑʊ˧˥,洮湖,（湖名）
垚,垚,jɑʊ˧˥,"",（人名）山高
傜,傜,jɑʊ˧˥,傜族，傜語,中國少數民族之一
徭,徭,jɑʊ˧˥,徭役,勞役，力役
杳,杳,jɑʊ˨˩˦,杳無音訊
舀,舀,jɑʊ˨˩˦
咬,咬,jɑʊ˨˩˦
窈,窈,jɑʊ˨˩˦,窈窕
喲,哟,jɔ˧,哎喲
唷,唷,jɔ˧
煙,烟,jɛn˥˥,煙火，冒煙
湮,湮,jɛn˥˥,湮沒，湮滅,埋沒
胭,胭,jɛn˥˥,胭脂
閹,阉,jɛn˥˥,閹割，閹雞
淹,淹,jɛn˥˥,淹沒，水淹
焉,焉,jɛn˥˥,焉能如此，心不在焉,此，乃，才；（疑問詞）豈，怎麼，如何
燕,燕,jɛn˥˥,燕京,（姓、地名）
煙,烟,jɛn˥˥,煙草，抽煙,"",菸
嫣,嫣,jɛn˥˥,嫣然一笑
懨,恹,jɛn˥˥,病懨懨,疲弱無力
咽,咽,jɛn˥˥,咽喉，咽頭,食道的上端部分
醃,腌,jɛn˥˥,醃菜，醃肉
鄢,鄢,jɛn˥˥,鄢陵,（地名）
閼,阏,jɛn˥˥,閼氏,古代匈奴人妻或妾的稱號
雁,雁,jɛn˥˩,大雁，鴻雁，飛雁
晏,晏,jɛn˥˩
硯,砚,jɛn˥˩,硯台,研磨用具
饜,餍,jɛn˥˩,饜足,滿足
諺,谚,jɛn˥˩,諺語，古諺
贗,赝,jɛn˥˩,贗品,假的，偽造的,贋
唁,唁,jɛn˥˩,悼唁，弔唁
彥,彦,jɛn˥˩
宴,宴,jɛn˥˩,宴會，喜宴
驗,验,jɛn˥˩,驗血，經驗
厭,厌,jɛn˥˩,厭倦，討厭
嚥,咽,jɛn˥˩,嚥氣，吞嚥，嚥口水，狼吞虎嚥，細嚼慢嚥,吞
燕,燕,jɛn˥˩,燕子，家燕
艷,艳,jɛn˥˩,艷麗，鮮艷,"",豔
堰,堰,jɛn˥˩,堰塞湖，都江堰,擋水的低壩
讞,谳,jɛn˥˩,定讞,司法程序的專門用語，意謂法定的訴訟程序結束，判決已經確定
嬿,嬿,jɛn˥˩
焰,焰,jɛn˥˩/jɛn˧˥,火焰，烈焰，氣焰,"",燄
簷,檐,jɛn˧˥,簷下，屋簷
筵,筵,jɛn˧˥,筵席
言,言,jɛn˧˥,言論，語言
延,延,jɛn˧˥,延續，拖延
沿,沿,jɛn˧˥,沿海，沿街
炎,炎,jɛn˧˥,炎熱，發炎
顏,颜,jɛn˧˥,顏色，容顏
岩,岩,jɛn˧˥,岩石，岩漿,"",巖
嚴,严,jɛn˧˥,嚴重，尊嚴
芫,芫,jɛn˧˥,芫荽，香菜
妍,妍,jɛn˧˥,"",美麗
鹽,盐,jɛn˧˥,鹽巴，食鹽
閻,阎,jɛn˧˥,閻羅，閻王爺,管地獄的神
閆,闫,jɛn˧˥,"",（姓）
研,研,jɛn˧˥,研究，科研
蜒,蜒,jɛn˧˥,蜿蜒
綖,𫄧,jɛn˧˥,綖板，紘綖,（古）垂在帽子前後的飾物
鼴,鼹,jɛn˨˩˦,鼴鼠
掩,掩,jɛn˨˩˦,掩飾，遮掩
儼,俨,jɛn˨˩˦,儼然，儼若,像真的一樣
衍,衍,jɛn˨˩˦,衍生，敷衍
奄,奄,jɛn˨˩˦,奄奄一息
眼,眼,jɛn˨˩˦,眼睛，龍眼
魘,魇,jɛn˨˩˦,夢魘
偃,偃,jɛn˨˩˦,偃臥，偃旗息鼓,向後倒下
演,演,jɛn˨˩˦,演員，扮演
兗,兖,jɛn˨˩˦,兗州,（地名）
琰,琰,jɛn˨˩˦,琰圭，琰琰,一種玉
耶,耶,jɛ˥˥
噎,噎,jɛ˥˥,噎到，抽噎
掖,掖,jɛ˥˥,掖滿，掖給，藏掖,塞，塞進；藏
椰,椰,jɛ˥˥/jɛ˧˥,椰子，椰樹
業,业,jɛ˥˩,業餘，工業
謁,谒,jɛ˥˩,謁見，進謁,拜見，進見
咽,咽,jɛ˥˩,哽咽，嗚咽,阻塞；聲音低沉、悲淒、滯澀
燁,烨,jɛ˥˩,"",火光很盛的樣子，明亮
靨,靥,jɛ˥˩,笑靨,酒窩
頁,页,jɛ˥˩,頁數，頁面，網頁
腋,腋,jɛ˥˩,腋窩，腋下，腋臭
葉,叶,jɛ˥˩,樹葉
夜,夜,jɛ˥˩,夜晚，深夜
鄴,邺,jɛ˥˩,"",（地名、姓）
曄,晔,jɛ˥˩,"",光，光明，繁盛
液,液,jɛ˥˩/i˥˩,液體，汁液
曳,曳,jɛ˥˩/i˥˩,拖曳，搖曳
掖,掖,jɛ˥˩/i˥˩,扶掖，獎掖，掖縣,扶持，攙扶，提拔
邪,邪,jɛ˧˥,是邪，非邪，莫邪,（文言）表示疑問、感嘆等語氣,耶
揶,揶,jɛ˧˥,揶揄
爺,爷,jɛ˧˥,爺爺，少爺
琊,琊,jɛ˧˥,瑯琊,（地名）
鋣,铘,jɛ˧˥,鏌鋣,古代寶劍名
